Date,VZ_Close_Last,T_Close_Last
2018-08-16,54.27,25.89
2018-08-15,53.24,25.41
2018-08-14,52.87,25.23
2018-08-13,52.22,25.2
2018-08-10,52.47,25.24
2018-08-09,53.01,25.42
2018-08-08,52.7,25.32
2018-08-07,52.46,25.35
2018-08-06,52.48,25.13
2018-08-03,52.27,25.25
2018-08-02,51.98,24.92
2018-08-01,51.73,24.96
2018-07-31,51.64,25.02
2018-07-30,52.49,25.04
2018-07-27,52.01,24.32
2018-07-26,51.18,23.75
2018-07-25,50.91,23.67
2018-07-24,51.51,24.79
2018-07-23,50.75,24.26
2018-07-20,50.62,24.34
2018-07-19,50.75,24.47
2018-07-18,51.14,24.81
2018-07-17,51.43,24.85
2018-07-16,51.59,24.96
2018-07-13,51.41,24.78
2018-07-12,51.24,25.22
2018-07-11,51.34,24.94
2018-07-10,51.34,25.43
2018-07-09,50.74,25.16
2018-07-06,51.48,25.57
2018-07-05,51.28,25.51
2018-07-03,50.7,25.6
2018-07-02,50.42,25.2
2018-06-29,50.31,25.13
2018-06-28,50.86,25.19
2018-06-27,49.31,24.77
2018-06-26,49.3,24.74
2018-06-25,49.6,24.81
2018-06-22,49.76,24.8
2018-06-21,48.63,24.73
2018-06-20,48.09,25.04
2018-06-19,48.5,25.35
2018-06-18,47.46,25.19
2018-06-15,48.06,25.94
2018-06-14,47.82,25.45
2018-06-13,47.4,25.21
2018-06-12,48.81,26.88
2018-06-11,49.3,26.75
2018-06-08,49.18,26.47
2018-06-07,49.01,26.46
2018-06-06,48.41,26.12
2018-06-05,47.97,25.57
2018-06-04,47.82,25.36
2018-06-01,47.81,25.41
2018-05-31,47.67,25.29
2018-05-30,48.6,25.49
2018-05-29,48.2,25.3
2018-05-25,48.52,25.44
2018-05-24,48.64,25.65
2018-05-23,48.59,25.3
2018-05-22,48.81,25.38
2018-05-21,48.43,25.5
2018-05-18,47.74,25.08
2018-05-17,47.85,24.99
2018-05-16,47.86,25.28
2018-05-15,47.79,25.11
2018-05-14,48.49,25.19
2018-05-11,48.62,25.27
2018-05-10,47.2,24.95
2018-05-09,46.38,24.57
2018-05-08,47.02,24.81
2018-05-07,47.73,25.07
2018-05-04,48.19,25.15
2018-05-03,47.84,24.99
2018-05-02,47.75,25.09
2018-05-01,48.82,25.46
2018-04-30,49.35,25.59
2018-04-27,51.57,25.85
2018-04-26,49.76,25.9
2018-04-25,50.1,27.54
2018-04-24,49.67,27.39
2018-04-23,48.66,27.3
2018-04-20,47.9,27.13
2018-04-19,48.43,27.25
2018-04-18,48.62,27.55
2018-04-17,48.85,27.67
2018-04-16,48.39,27.89
2018-04-13,47.66,27.5
2018-04-12,47.74,27.51
2018-04-11,47.58,27.58
2018-04-10,48.27,28.02
2018-04-09,46.92,27.52
2018-04-06,47.48,27.88
2018-04-05,48.24,28.28
2018-04-04,47.93,28.08
2018-04-03,47.5,27.68
2018-04-02,47.16,27.47
2018-03-29,47.82,27.9
2018-03-28,48.0,27.83
2018-03-27,47.31,27.31
2018-03-26,47.07,27.15
2018-03-23,46.29,27.15
2018-03-22,46.88,27.68
2018-03-21,47.28,28.17
2018-03-20,47.69,28.44
2018-03-19,48.31,28.62
2018-03-16,48.56,28.95
2018-03-15,48.29,28.98
2018-03-14,48.45,28.98
2018-03-13,48.65,29.26
2018-03-12,48.8,29.23
2018-03-09,49.01,28.99
2018-03-08,49.01,29.04
2018-03-07,48.84,28.88
2018-03-06,48.89,28.85
2018-03-05,48.71,28.72
2018-03-02,48.26,28.44
2018-03-01,47.96,28.17
2018-02-28,47.74,28.41
2018-02-27,48.04,28.85
2018-02-26,49.09,29.31
2018-02-23,48.29,28.73
2018-02-22,47.87,28.54
2018-02-21,47.96,28.41
2018-02-20,48.92,28.77
2018-02-16,50.15,29.06
2018-02-15,49.74,28.95
2018-02-14,49.51,28.49
2018-02-13,50.08,28.64
2018-02-12,50.11,28.46
2018-02-09,49.88,28.21
2018-02-08,49.04,27.83
2018-02-07,51.01,28.9
2018-02-06,50.83,28.82
2018-02-05,50.5,28.66
2018-02-02,52.98,29.79
2018-02-01,54.3,30.64
2018-01-31,54.07,29.31
2018-01-30,53.9,29.3
2018-01-29,54.13,29.16
2018-01-26,54.72,29.59
2018-01-25,54.29,29.31
2018-01-24,54.22,28.97
2018-01-23,53.23,29.1
2018-01-22,53.46,29.63
2018-01-19,51.91,29.12
2018-01-18,51.55,29.07
2018-01-17,51.72,28.84
2018-01-16,51.66,28.73
2018-01-12,51.86,28.87
2018-01-11,52.11,28.55
2018-01-10,51.69,28.66
2018-01-09,51.61,29.34
2018-01-08,52.39,29.93
2018-01-05,52.48,29.85
2018-01-04,52.6,29.74
2018-01-03,52.43,29.46
2018-01-02,53.53,30.16
2017-12-29,52.93,30.42
2017-12-28,53.43,30.66
2017-12-27,53.28,30.43
2017-12-26,53.22,30.57
2017-12-22,53.19,30.47
2017-12-21,53.01,30.42
2017-12-20,52.77,30.17
2017-12-19,52.83,29.77
2017-12-18,53.25,30.1
2017-12-15,52.67,29.92
2017-12-14,52.34,29.53
2017-12-13,52.89,29.77
2017-12-12,53.19,29.81
2017-12-11,51.84,28.87
2017-12-08,51.09,28.74
2017-12-07,50.42,28.3
2017-12-06,50.68,28.26
2017-12-05,50.92,28.6
2017-12-04,51.72,29.16
2017-12-01,51.25,28.56
2017-11-30,50.89,28.47
